  url,duracion,nombre
https://www.dropbox.com/scl/fi/w7ftxkp12ait4c6w4pr12/PXNDX-Mu-eca-En-Vivo-Sinfon-a-Soledad-s25OFZitt0I.webm?rlkey=lfoq394umiq76dcn084iqg2xx&st=ezykx7xz&raw=1,5:44,PXNDX
https://www.dropbox.com/scl/fi/81joracob5199o3xixagj/Red-Hot-Chili-Peppers-Can-t-Stop-Official-Music-Video-8DyziWtkfBw.webm?rlkey=aflwbpzns4372m22zfm5bdnu6&st=pezzx887&raw=1,4:38,Red Hot Chili Peppers
https://www.dropbox.com/scl/fi/qa5jdx0oje9rqpxoc3fc0/Red-Hot-Chili-Peppers-Give-It-Away-Official-Music-Video-Mr_uHJPUlO8.webm?rlkey=8fnrnyxhjfeif6syeji677zd8&st=7stc2915&raw=1,4:33,Red Hot Chili Peppers
https://www.dropbox.com/scl/fi/trp0ii4are6mqriw3ag49/Queen-Killer-Queen-Top-Of-The-Pops-1974-2ZBtPf7FOoM.webm?rlkey=lpk988bigg2su4qwhyxo9rkgr&st=wgzuiyju&raw=1,3:12,Queen
https://www.dropbox.com/scl/fi/4sz6l83tpisq8x7ddkph3/Queen-Stone-Cold-Crazy-Live-at-the-Rainbow-74-nBKJjRwvEsI.webm?rlkey=zwe7r2q3g0flaeetcls2w6j8m&st=49pvkk4j&raw=1,2:21,Queen
https://www.dropbox.com/scl/fi/rrdds4fj52nmsx5ascpx7/Arctic-Monkeys-The-View-From-The-Afternoon-Official-Video-PeQAZsyucbQ.webm?rlkey=wubsj2egz3kzitxmt31bhy8wb&st=fra8pun6&raw=1,4:35,Arctic Monkeys
https://www.dropbox.com/scl/fi/pcz7xgtpn2qw6c9cx4s7s/Tally-Hall-Be-Born-Live-on-KCRW-s-Morning-Becomes-Eclectic-Santa-Monica-CA-12-1-06-nuiKrvM0xzc.mp4?rlkey=lcrbs45lykdw22rwdjymtrrqw&st=26gsye76&raw=1,3:07,Tally Hall
https://www.dropbox.com/scl/fi/yr0rev4stod8irco8f63i/tally-hall-spring-and-a-storm-KCRW-AGL0xQBV-LM.mp4?rlkey=188cq0h0ckgpxbccqeg4ntrw3&st=1qjn56k4&raw=1,4:12,Tally Hall
https://www.dropbox.com/scl/fi/1yduywggh773gqz5exywr/Cheap-Trick-Surrender-from-Budokan-ZbkypX1OhZ0.webm?rlkey=ksukgic913gfrdl94q4dpyx48&st=ovqqp3n3&raw=1,4:35,Cheap Trick
https://www.dropbox.com/scl/fi/6p7tpth7sh5qai197x2f8/Cheap-Trick-Dream-Police-Official-Video-OPemyipJzAM.webm?rlkey=ixopo112ah4fbd4ux5ef0cl80&st=wu9mxbd7&raw=1,4:54,Cheap Trick
https://www.dropbox.com/scl/fi/xwq0fecbj57aecl5n4s4d/Cheap-Trick-California-Man-from-Budokan-lPOSJEJ_lmM.webm?rlkey=wtxg6wh9t5nonf3ssx1mxsi48&st=jp8vxbf1&raw=1,3:55,Cheap Trick
https://www.dropbox.com/scl/fi/d52p2tqcwoxq4ldrfimya/Tronic-Mateo-vfJ2yfdy70.webm?rlkey=ovwgbabxql5hle8i8fli4vxb5&st=js6p76eg&raw=1,1:50,Tronic
https://www.dropbox.com/scl/fi/j2bxxxpw1i8az7o46ngm2/PXNDX-Narcisista-por-Excelencia-kP6_nlTdPgI.webm?rlkey=uv2zjjoz3tpjdyovekfr4ard9&st=bmwvmlhi&raw=1,3:51,PXNDX
